RefNo	Date	Transect	Position	Location	Height
14962	15/03/2004	D	1	12	1
14963	15/03/2004	D	1	13	1.5
14964	15/03/2004	D	1	14	3
14965	15/03/2004	D	1	15	1.5
14966	15/03/2004	D	1	16	2
14967	15/03/2004	D	1	17	1.5
14968	15/03/2004	D	1	18	1
14969	15/03/2004	D	1	19	1
14970	15/03/2004	D	1	20	0.5
14971	15/03/2004	D	1	21	1
14972	15/03/2004	D	1	22	1
14973	15/03/2004	D	1	23	1.5
14974	15/03/2004	D	1	24	1
14975	15/03/2004	D	1	25	0.5
14976	15/03/2004	D	2	1	1
14977	15/03/2004	D	2	2	1
14978	15/03/2004	D	2	3	1.5
14979	15/03/2004	D	2	4	1
14980	15/03/2004	D	2	5	1.5
14981	15/03/2004	D	2	6	1.5
14982	15/03/2004	D	2	7	0.5
14983	15/03/2004	D	2	8	1.5
14984	15/03/2004	D	2	9	1.5
14985	15/03/2004	D	2	10	2
14986	15/03/2004	D	2	11	1
14987	15/03/2004	D	2	12	1
14988	15/03/2004	D	2	13	2
14989	15/03/2004	D	2	14	2
14990	15/03/2004	D	2	15	0.5
14991	15/03/2004	D	2	16	2
14992	15/03/2004	D	2	17	2
14993	15/03/2004	D	2	18	2.5
14994	15/03/2004	D	2	19	2
14995	15/03/2004	D	2	20	1.5
14996	15/03/2004	D	2	21	1.5
14997	15/03/2004	D	2	22	1
14998	15/03/2004	D	2	23	1
14999	15/03/2004	D	2	24	1.5
15000	15/03/2004	D	2	25	1.5
15001	15/03/2004	D	3	1	0.5
15002	15/03/2004	D	3	2	1
15003	15/03/2004	D	3	3	0.5
15004	15/03/2004	D	3	4	0.5
15005	15/03/2004	D	3	5	0.5
15006	15/03/2004	D	3	6	2
15007	15/03/2004	D	3	7	1
15008	15/03/2004	D	3	8	2
15009	15/03/2004	D	3	9	2
15010	15/03/2004	D	3	10	2
15011	15/03/2004	D	3	11	2.5
15012	15/03/2004	D	3	12	1
15013	15/03/2004	D	3	13	0.5
15014	15/03/2004	D	3	14	1.5
15015	15/03/2004	D	3	15	1
15016	15/03/2004	D	3	16	1
15017	15/03/2004	D	3	17	1
15018	15/03/2004	D	3	18	1
15019	15/03/2004	D	3	19	2
15020	15/03/2004	D	3	20	2.5
15021	15/03/2004	D	3	21	2
15022	15/03/2004	D	3	22	1
15023	15/03/2004	D	3	23	1.5
15024	15/03/2004	D	3	24	1.5
15025	15/03/2004	D	3	25	2
15026	15/03/2004	D	4	1	1
15027	15/03/2004	D	4	2	0.5
15028	15/03/2004	D	4	3	0.5
15029	15/03/2004	D	4	4	1.5
15030	15/03/2004	D	4	5	2.5
15031	15/03/2004	D	4	6	1
15032	15/03/2004	D	4	7	2
15033	15/03/2004	D	4	8	1
15034	15/03/2004	D	4	9	0.5
15035	15/03/2004	D	4	10	1
15036	15/03/2004	D	4	11	0.5
15037	15/03/2004	D	4	12	1
15038	15/03/2004	D	4	13	1
15039	15/03/2004	D	4	14	2.5
15040	15/03/2004	D	4	15	0.5
15041	15/03/2004	D	4	16	2
15042	15/03/2004	D	4	17	1.5
15043	15/03/2004	D	4	18	1
15044	15/03/2004	D	4	19	1
15045	15/03/2004	D	4	20	2
15046	15/03/2004	D	4	21	1
15047	15/03/2004	D	4	22	1
15048	15/03/2004	D	4	23	2.5
15049	15/03/2004	D	4	24	1.5
15050	15/03/2004	D	4	25	1
15051	15/03/2004	D	5	1	4
15052	15/03/2004	D	5	2	4.5
15053	15/03/2004	D	5	3	4.5
15054	15/03/2004	D	5	4	4
15055	15/03/2004	D	5	5	3.5
15056	15/03/2004	D	5	6	5.5
15057	15/03/2004	D	5	7	6.5
15058	15/03/2004	D	5	8	4.5
15059	15/03/2004	D	5	9	3
15060	15/03/2004	D	5	10	6.5
15061	15/03/2004	D	5	11	7.5
15062	15/03/2004	D	5	12	8
15063	15/03/2004	D	5	13	9
15064	15/03/2004	D	5	14	9.5
15065	15/03/2004	D	5	15	9
15066	15/03/2004	D	5	16	9.5
15067	15/03/2004	D	5	17	7
15068	15/03/2004	D	5	18	8.5
15069	15/03/2004	D	5	19	4.5
15070	15/03/2004	D	5	20	6.5
15071	15/03/2004	D	5	21	6
15072	15/03/2004	D	5	22	7
15073	15/03/2004	D	5	23	5.5
15074	15/03/2004	D	5	24	7
15075	15/03/2004	D	5	25	6
15076	15/03/2004	D	6	1	7
15077	15/03/2004	D	6	2	5.5
15078	15/03/2004	D	6	3	12.5
15079	15/03/2004	D	6	4	12
15080	15/03/2004	D	6	5	12
15081	15/03/2004	D	6	6	12
15082	15/03/2004	D	6	7	11
15083	15/03/2004	D	6	8	11
15084	15/03/2004	D	6	9	5.5
15085	15/03/2004	D	6	10	1
15086	15/03/2004	D	6	11	1
15087	15/03/2004	D	6	12	7
15088	15/03/2004	D	6	13	6
15089	15/03/2004	D	6	14	7
15090	15/03/2004	D	6	15	7
15091	15/03/2004	D	6	16	7
15092	15/03/2004	D	6	17	7
15093	15/03/2004	D	6	18	9.5
15094	15/03/2004	D	6	19	9
15095	15/03/2004	D	6	20	10
15096	15/03/2004	D	6	21	6
15097	15/03/2004	D	6	22	8.5
15098	15/03/2004	D	6	23	9.5
15099	15/03/2004	D	6	24	10.5
15100	15/03/2004	D	6	25	8.5
15101	15/03/2004	E	1	1	1.5
15102	15/03/2004	E	1	2	2
15103	15/03/2004	E	1	3	3
15104	15/03/2004	E	1	4	2.5
15105	15/03/2004	E	1	5	5
15106	15/03/2004	E	1	6	4
15107	15/03/2004	E	1	7	2
15108	15/03/2004	E	1	8	1.5
15109	15/03/2004	E	1	9	1.5
15110	15/03/2004	E	1	10	3
15111	15/03/2004	E	1	11	2.5
15112	15/03/2004	E	1	12	8
15113	15/03/2004	E	1	13	6
15114	15/03/2004	E	1	14	5.5
15115	15/03/2004	E	1	15	4
15116	15/03/2004	E	1	16	3.5
15117	15/03/2004	E	1	17	6.5
15118	15/03/2004	E	1	18	4
15119	15/03/2004	E	1	19	6
15120	15/03/2004	E	1	20	10
15121	15/03/2004	E	1	21	14
15122	15/03/2004	E	1	22	14.5
15123	15/03/2004	E	1	23	11
15124	15/03/2004	E	1	24	4.5
15125	15/03/2004	E	1	25	5.5
15126	15/03/2004	E	2	1	3
15127	15/03/2004	E	2	2	2.5
15128	15/03/2004	E	2	3	1.5
15129	15/03/2004	E	2	4	3.5
15130	15/03/2004	E	2	5	1
15131	15/03/2004	E	2	6	4
15132	15/03/2004	E	2	7	5
15133	15/03/2004	E	2	8	1
15134	15/03/2004	E	2	9	4
15135	15/03/2004	E	2	10	2.5
15136	15/03/2004	E	2	11	4
15137	15/03/2004	E	2	12	2.5
15138	15/03/2004	E	2	13	2.5
15139	15/03/2004	E	2	14	2
15140	15/03/2004	E	2	15	3
15141	15/03/2004	E	2	16	3
15142	15/03/2004	E	2	17	1.5
15143	15/03/2004	E	2	18	2.5
15144	15/03/2004	E	2	19	2
15145	15/03/2004	E	2	20	3.5
15146	15/03/2004	E	2	21	7
15147	15/03/2004	E	2	22	1.5
15148	15/03/2004	E	2	23	2
15149	15/03/2004	E	2	24	2
15150	15/03/2004	E	2	25	3
15151	15/03/2004	E	3	1	4
15152	15/03/2004	E	3	2	2.5
15153	15/03/2004	E	3	3	1.5
15154	15/03/2004	E	3	4	1
15155	15/03/2004	E	3	5	3
15156	15/03/2004	E	3	6	1.5
15157	15/03/2004	E	3	7	3.5
15158	15/03/2004	E	3	8	1.5
15159	15/03/2004	E	3	9	2
15160	15/03/2004	E	3	10	2
15161	15/03/2004	E	3	11	2.5
15162	15/03/2004	E	3	12	2.5
15163	15/03/2004	E	3	13	2
15164	15/03/2004	E	3	14	2
15165	15/03/2004	E	3	15	2.5
15166	15/03/2004	E	3	16	2
15167	15/03/2004	E	3	17	2.5
15168	15/03/2004	E	3	18	3
15169	15/03/2004	E	3	19	6
15170	15/03/2004	E	3	20	4.5
15171	15/03/2004	E	3	21	5
15172	15/03/2004	E	3	22	3
15173	15/03/2004	E	3	23	3.5
15174	15/03/2004	E	3	24	3.5
15175	15/03/2004	E	3	25	5
15176	15/03/2004	E	4	1	5.5
15177	15/03/2004	E	4	2	4.5
15178	15/03/2004	E	4	3	3
15179	15/03/2004	E	4	4	3
15180	15/03/2004	E	4	5	2
15181	15/03/2004	E	4	6	1
15182	15/03/2004	E	4	7	1
15183	15/03/2004	E	4	8	1
15184	15/03/2004	E	4	9	1.5
15185	15/03/2004	E	4	10	2.5
15186	15/03/2004	E	4	11	3
15187	15/03/2004	E	4	12	2
15188	15/03/2004	E	4	13	2
15189	15/03/2004	E	4	14	6
15190	15/03/2004	E	4	15	4
15191	15/03/2004	E	4	16	10
15192	15/03/2004	E	4	17	2.5
15193	15/03/2004	E	4	18	3
15194	15/03/2004	E	4	19	3.5
15195	15/03/2004	E	4	20	3
15196	15/03/2004	E	4	21	4.5
15197	15/03/2004	E	4	22	3.5
15198	15/03/2004	E	4	23	4
15199	15/03/2004	E	4	24	5
15200	15/03/2004	E	4	25	4
15201	15/03/2004	E	5	1	2
15202	15/03/2004	E	5	2	0.5
15203	15/03/2004	E	5	3	1
15204	15/03/2004	E	5	4	0.5
15205	15/03/2004	E	5	5	2.5
15206	15/03/2004	E	5	6	2.5
15207	15/03/2004	E	5	7	2
15208	15/03/2004	E	5	8	1
15209	15/03/2004	E	5	9	1.5
15210	15/03/2004	E	5	10	1
15211	15/03/2004	E	5	11	3
15212	15/03/2004	E	5	12	1.5
15213	15/03/2004	E	5	13	1
15214	15/03/2004	E	5	14	1.5
15215	15/03/2004	E	5	15	2.5
15216	15/03/2004	E	5	16	1.5
15217	15/03/2004	E	5	17	1.5
15218	15/03/2004	E	5	18	4
15219	15/03/2004	E	5	19	3
15220	15/03/2004	E	5	20	2
15221	15/03/2004	E	5	21	2.5
15222	15/03/2004	E	5	22	1.5
15223	15/03/2004	E	5	23	4
15224	15/03/2004	E	5	24	5
15225	15/03/2004	E	5	25	6
15226	15/03/2004	E	6	1	1
15227	15/03/2004	E	6	2	4
15228	15/03/2004	E	6	3	3
15229	15/03/2004	E	6	4	1
15230	15/03/2004	E	6	5	1.5
15231	15/03/2004	E	6	6	1
15232	15/03/2004	E	6	7	2
15233	15/03/2004	E	6	8	1.5
15234	15/03/2004	E	6	9	2
15235	15/03/2004	E	6	10	1.5
15236	15/03/2004	E	6	11	2
15237	15/03/2004	E	6	12	2.5
15238	15/03/2004	E	6	13	3
15239	15/03/2004	E	6	14	1.5
15240	15/03/2004	E	6	15	1
15241	15/03/2004	E	6	16	1.5
15242	15/03/2004	E	6	17	1
15243	15/03/2004	E	6	18	3
15244	15/03/2004	E	6	19	2.5
15245	15/03/2004	E	6	20	2
15246	15/03/2004	E	6	21	2.5
15247	15/03/2004	E	6	22	4
15248	15/03/2004	E	6	23	2
15249	15/03/2004	E	6	24	2
15250	15/03/2004	E	6	25	3
15251	15/08/2004	A	1	1	13
15252	15/08/2004	A	1	2	8
15253	15/08/2004	A	1	3	8
15254	15/08/2004	A	1	4	8
15255	15/08/2004	A	1	5	25
15256	15/08/2004	A	1	6	22
15257	15/08/2004	A	1	7	23
15258	15/08/2004	A	1	8	15
15259	15/08/2004	A	1	9	30
15260	15/08/2004	A	1	10	10
15261	15/08/2004	A	1	11	9
15262	15/08/2004	A	1	12	12
15263	15/08/2004	A	1	13	11
15264	15/08/2004	A	1	14	7
15265	15/08/2004	A	1	15	10.5
15266	15/08/2004	A	1	16	10
15267	15/08/2004	A	1	17	11
15268	15/08/2004	A	1	18	10.5
15269	15/08/2004	A	1	19	11.5
15270	15/08/2004	A	1	20	10
15271	15/08/2004	A	1	21	13
15272	15/08/2004	A	1	22	16
15273	15/08/2004	A	1	23	21
15274	15/08/2004	A	1	24	19.5
15275	15/08/2004	A	1	25	16
15276	15/08/2004	A	2	1	13
15277	15/08/2004	A	2	2	10
15278	15/08/2004	A	2	3	6
15279	15/08/2004	A	2	4	4
15280	15/08/2004	A	2	5	3
15281	15/08/2004	A	2	6	7.5
15282	15/08/2004	A	2	7	6
15283	15/08/2004	A	2	8	6
15284	15/08/2004	A	2	9	5.5
15285	15/08/2004	A	2	10	5
15286	15/08/2004	A	2	11	6.5
15287	15/08/2004	A	2	12	6
15288	15/08/2004	A	2	13	8
15289	15/08/2004	A	2	14	5.5
15290	15/08/2004	A	2	15	4
15291	15/08/2004	A	2	16	3
15292	15/08/2004	A	2	17	8
15293	15/08/2004	A	2	18	7
15294	15/08/2004	A	2	19	12
15295	15/08/2004	A	2	20	13
15296	15/08/2004	A	2	21	16
15297	15/08/2004	A	2	22	29.5
15298	15/08/2004	A	2	23	39
15299	15/08/2004	A	2	24	13
15300	15/08/2004	A	2	25	14
15301	15/08/2004	A	3	1	11.5
15302	15/08/2004	A	3	2	13.5
15303	15/08/2004	A	3	3	13
15304	15/08/2004	A	3	4	11
15305	15/08/2004	A	3	5	6
15306	15/08/2004	A	3	6	5.5
15307	15/08/2004	A	3	7	5.5
15308	15/08/2004	A	3	8	6
15309	15/08/2004	A	3	9	7.5
15310	15/08/2004	A	3	10	7.5
15311	15/08/2004	A	3	11	7
15312	15/08/2004	A	3	12	7
15313	15/08/2004	A	3	13	7
15314	15/08/2004	A	3	14	6.5
15315	15/08/2004	A	3	15	7
15316	15/08/2004	A	3	16	6.5
15317	15/08/2004	A	3	17	9
15318	15/08/2004	A	3	18	8.5
15319	15/08/2004	A	3	19	9
15320	15/08/2004	A	3	20	7
15321	15/08/2004	A	3	21	10
15322	15/08/2004	A	3	22	9
15323	15/08/2004	A	3	23	9.5
15324	15/08/2004	A	3	24	13
15325	15/08/2004	A	3	25	8.5
15326	15/08/2004	A	4	1	7
15327	15/08/2004	A	4	2	6.5
15328	15/08/2004	A	4	3	9
15329	15/08/2004	A	4	4	9.5
15330	15/08/2004	A	4	5	6
15331	15/08/2004	A	4	6	7
15332	15/08/2004	A	4	7	12
15333	15/08/2004	A	4	8	12.5
15334	15/08/2004	A	4	9	14
15335	15/08/2004	A	4	10	16
15336	15/08/2004	A	4	11	11
15337	15/08/2004	A	4	12	10
15338	15/08/2004	A	4	13	7.5
15339	15/08/2004	A	4	14	7
15340	15/08/2004	A	4	15	7.5
15341	15/08/2004	A	4	16	14
15342	15/08/2004	A	4	17	12
15343	15/08/2004	A	4	18	8
15344	15/08/2004	A	4	19	5
15345	15/08/2004	A	4	20	5
15346	15/08/2004	A	4	21	6
15347	15/08/2004	A	4	22	7
15348	15/08/2004	A	4	23	6.5
15349	15/08/2004	A	4	24	8
15350	15/08/2004	A	4	25	7
15351	15/08/2004	A	5	1	7.5
15352	15/08/2004	A	5	2	7.5
15353	15/08/2004	A	5	3	8
15354	15/08/2004	A	5	4	6
15355	15/08/2004	A	5	5	7
15356	15/08/2004	A	5	6	7.5
15357	15/08/2004	A	5	7	8
15358	15/08/2004	A	5	8	3.5
15359	15/08/2004	A	5	9	6
15360	15/08/2004	A	5	10	5
15361	15/08/2004	A	5	11	3.5
15362	15/08/2004	A	5	12	4.5
15363	15/08/2004	A	5	13	6
15364	15/08/2004	A	5	14	6
15365	15/08/2004	A	5	15	8.5
15366	15/08/2004	A	5	16	5.5
15367	15/08/2004	A	5	17	4.5
15368	15/08/2004	A	5	18	5.5
15369	15/08/2004	A	5	19	6.5
15370	15/08/2004	A	5	20	8
15371	15/08/2004	A	5	21	7.5
15372	15/08/2004	A	5	22	6
15373	15/08/2004	A	5	23	10
15374	15/08/2004	A	5	24	7
15375	15/08/2004	A	5	25	10
15376	15/08/2004	A	6	1	11.5
15377	15/08/2004	A	6	2	6.5
15378	15/08/2004	A	6	3	11.5
15379	15/08/2004	A	6	4	16
15380	15/08/2004	A	6	5	14.5
15381	15/08/2004	A	6	6	9
15382	15/08/2004	A	6	7	8.5
15383	15/08/2004	A	6	8	9
15384	15/08/2004	A	6	9	7
15385	15/08/2004	A	6	10	10.5
15386	15/08/2004	A	6	11	9.5
15387	15/08/2004	A	6	12	15.5
15388	15/08/2004	A	6	13	14
15389	15/08/2004	A	6	14	9.5
15390	15/08/2004	A	6	15	9
15391	15/08/2004	A	6	16	4
15392	15/08/2004	A	6	17	3.5
15393	15/08/2004	A	6	18	8
15394	15/08/2004	A	6	19	20
15395	15/08/2004	A	6	20	7.5
15396	15/08/2004	A	6	21	5.5
15397	15/08/2004	A	6	22	4.5
15398	15/08/2004	A	6	23	5
15399	15/08/2004	A	6	24	10
15400	15/08/2004	A	6	25	4
15401	15/08/2004	B	1	1	6
15402	15/08/2004	B	1	2	18
15403	15/08/2004	B	1	3	16
15404	15/08/2004	B	1	4	14.5
15405	15/08/2004	B	1	5	12
15406	15/08/2004	B	1	6	10.5
15407	15/08/2004	B	1	7	7
15408	15/08/2004	B	1	8	10
15409	15/08/2004	B	1	9	13
15410	15/08/2004	B	1	10	9.5
15411	15/08/2004	B	1	11	10.5
15412	15/08/2004	B	1	12	10
15413	15/08/2004	B	1	13	16
15414	15/08/2004	B	1	14	5
15415	15/08/2004	B	1	15	8
15416	15/08/2004	B	1	16	9
15417	15/08/2004	B	1	17	3.5
15418	15/08/2004	B	1	18	18.5
15419	15/08/2004	B	1	19	8.5
15420	15/08/2004	B	1	20	5
15421	15/08/2004	B	1	21	10.5
15422	15/08/2004	B	1	22	11.5
15423	15/08/2004	B	1	23	22.5
15424	15/08/2004	B	1	24	16.5
15425	15/08/2004	B	1	25	8
15426	15/08/2004	B	2	1	6
15427	15/08/2004	B	2	2	6
15428	15/08/2004	B	2	3	5
15429	15/08/2004	B	2	4	4
15430	15/08/2004	B	2	5	8.5
15431	15/08/2004	B	2	6	7
15432	15/08/2004	B	2	7	12
15433	15/08/2004	B	2	8	11
15434	15/08/2004	B	2	9	10.5
15435	15/08/2004	B	2	10	10
15436	15/08/2004	B	2	11	11
15437	15/08/2004	B	2	12	11
15438	15/08/2004	B	2	13	6.5
15439	15/08/2004	B	2	14	7.5
15440	15/08/2004	B	2	15	8.5
15441	15/08/2004	B	2	16	7
15442	15/08/2004	B	2	17	7
15443	15/08/2004	B	2	18	7.5
15444	15/08/2004	B	2	19	9.5
15445	15/08/2004	B	2	20	14
15446	15/08/2004	B	2	21	16.5
15447	15/08/2004	B	2	22	13.5
15448	15/08/2004	B	2	23	16
15449	15/08/2004	B	2	24	10
15450	15/08/2004	B	2	25	15.5
15451	15/08/2004	B	3	1	19.5
15452	15/08/2004	B	3	2	7
15453	15/08/2004	B	3	3	13
15454	15/08/2004	B	3	4	12
15455	15/08/2004	B	3	5	10
15456	15/08/2004	B	3	6	8.5
15457	15/08/2004	B	3	7	10.5
15458	15/08/2004	B	3	8	11
15459	15/08/2004	B	3	9	13
15460	15/08/2004	B	3	10	7
15461	15/08/2004	B	3	11	13
15462	15/08/2004	B	3	12	15.5
15463	15/08/2004	B	3	13	13
15464	15/08/2004	B	3	14	8.5
15465	15/08/2004	B	3	15	8
15466	15/08/2004	B	3	16	9
15467	15/08/2004	B	3	17	15
15468	15/08/2004	B	3	18	12.5
15469	15/08/2004	B	3	19	17
15470	15/08/2004	B	3	20	35
15471	15/08/2004	B	3	21	11.5
15472	15/08/2004	B	3	22	14
15473	15/08/2004	B	3	23	12
15474	15/08/2004	B	3	24	16.5
15475	15/08/2004	B	3	25	26
15476	15/08/2004	B	4	1	8
15477	15/08/2004	B	4	2	8.5
15478	15/08/2004	B	4	3	7
15479	15/08/2004	B	4	4	6.5
15480	15/08/2004	B	4	5	7.5
15481	15/08/2004	B	4	6	9
15482	15/08/2004	B	4	7	9.5
15483	15/08/2004	B	4	8	9
15484	15/08/2004	B	4	9	10
15485	15/08/2004	B	4	10	10.5
15486	15/08/2004	B	4	11	19.5
15487	15/08/2004	B	4	12	13.5
15488	15/08/2004	B	4	13	8
15489	15/08/2004	B	4	14	6.5
15490	15/08/2004	B	4	15	7.5
15491	15/08/2004	B	4	16	5
15492	15/08/2004	B	4	17	4
15493	15/08/2004	B	4	18	7
15494	15/08/2004	B	4	19	8
15495	15/08/2004	B	4	20	9.5
15496	15/08/2004	B	4	21	8
15497	15/08/2004	B	4	22	7.5
15498	15/08/2004	B	4	23	7.5
15499	15/08/2004	B	4	24	8
15500	15/08/2004	B	4	25	7
15501	15/08/2004	B	5	1	4.5
15502	15/08/2004	B	5	2	4.5
15503	15/08/2004	B	5	3	4
15504	15/08/2004	B	5	4	4.5
15505	15/08/2004	B	5	5	4.5
15506	15/08/2004	B	5	6	5
15507	15/08/2004	B	5	7	4
15508	15/08/2004	B	5	8	4
15509	15/08/2004	B	5	9	3
15510	15/08/2004	B	5	10	3.5
15511	15/08/2004	B	5	11	3.5
15512	15/08/2004	B	5	12	2
15513	15/08/2004	B	5	13	2.5
15514	15/08/2004	B	5	14	2
15515	15/08/2004	B	5	15	2.5
15516	15/08/2004	B	5	16	2.5
15517	15/08/2004	B	5	17	1.5
15518	15/08/2004	B	5	18	1.5
15519	15/08/2004	B	5	19	2
15520	15/08/2004	B	5	20	2.5
15521	15/08/2004	B	5	21	3
15522	15/08/2004	B	5	22	2.5
15523	15/08/2004	B	5	23	2
15524	15/08/2004	B	5	24	1.5
15525	15/08/2004	B	5	25	2
15526	15/08/2004	B	6	1	18.5
15527	15/08/2004	B	6	2	17.5
15528	15/08/2004	B	6	3	9.5
15529	15/08/2004	B	6	4	13.5
15530	15/08/2004	B	6	5	13
15531	15/08/2004	B	6	6	10.5
15532	15/08/2004	B	6	7	13.5
15533	15/08/2004	B	6	8	16
15534	15/08/2004	B	6	9	21.5
15535	15/08/2004	B	6	10	16.5
15536	15/08/2004	B	6	11	14
15537	15/08/2004	B	6	12	15
15538	15/08/2004	B	6	13	14
15539	15/08/2004	B	6	14	16
15540	15/08/2004	B	6	15	14
15541	15/08/2004	B	6	16	4
15542	15/08/2004	B	6	17	5.5
15543	15/08/2004	B	6	18	8
15544	15/08/2004	B	6	19	6.5
15545	15/08/2004	B	6	20	10.5
15546	15/08/2004	B	6	21	11.5
15547	15/08/2004	B	6	22	6
15548	15/08/2004	B	6	23	8.5
15549	15/08/2004	B	6	24	12
15550	15/08/2004	B	6	25	13
15551	15/08/2004	C	1	1	3.5
15552	15/08/2004	C	1	2	3.5
15553	15/08/2004	C	1	3	7
15554	15/08/2004	C	1	4	7.5
15555	15/08/2004	C	1	5	8.5
15556	15/08/2004	C	1	6	10
15557	15/08/2004	C	1	7	7
15558	15/08/2004	C	1	8	7.5
15559	15/08/2004	C	1	9	10
15560	15/08/2004	C	1	10	10
15561	15/08/2004	C	1	11	7.5
15562	15/08/2004	C	1	12	10.5
15563	15/08/2004	C	1	13	5
15564	15/08/2004	C	1	14	8
15565	15/08/2004	C	1	15	3
15566	15/08/2004	C	1	16	3.5
15567	15/08/2004	C	1	17	2.5
15568	15/08/2004	C	1	18	3.5
15569	15/08/2004	C	1	19	1.5
15570	15/08/2004	C	1	20	2
15571	15/08/2004	C	1	21	2
15572	15/08/2004	C	1	22	2
15573	15/08/2004	C	1	23	5.5
15574	15/08/2004	C	1	24	11
15575	15/08/2004	C	1	25	11.5
15576	15/08/2004	C	2	1	12
15577	15/08/2004	C	2	2	12
15578	15/08/2004	C	2	3	10.5
15579	15/08/2004	C	2	4	10
15580	15/08/2004	C	2	5	15.5
15581	15/08/2004	C	2	6	10
15582	15/08/2004	C	2	7	19
15583	15/08/2004	C	2	8	13
15584	15/08/2004	C	2	9	7.5
15585	15/08/2004	C	2	10	9.5
15586	15/08/2004	C	2	11	27
15587	15/08/2004	C	2	12	16
15588	15/08/2004	C	2	13	22
15589	15/08/2004	C	2	14	17
15590	15/08/2004	C	2	15	12.5
15591	15/08/2004	C	2	16	13
15592	15/08/2004	C	2	17	11
15593	15/08/2004	C	2	18	9.5
15594	15/08/2004	C	2	19	6.5
15595	15/08/2004	C	2	20	3
15596	15/08/2004	C	2	21	6
15597	15/08/2004	C	2	22	6
15598	15/08/2004	C	2	23	7
15599	15/08/2004	C	2	24	6.5
15600	15/08/2004	C	2	25	8
15601	15/08/2004	C	3	1	9
15602	15/08/2004	C	3	2	9
15603	15/08/2004	C	3	3	7.5
15604	15/08/2004	C	3	4	16
15605	15/08/2004	C	3	5	13.5
15606	15/08/2004	C	3	6	14
15607	15/08/2004	C	3	7	11
15608	15/08/2004	C	3	8	5.5
15609	15/08/2004	C	3	9	13.5
15610	15/08/2004	C	3	10	8
15611	15/08/2004	C	3	11	10.5
15612	15/08/2004	C	3	12	6
15613	15/08/2004	C	3	13	6.5
15614	15/08/2004	C	3	14	7
15615	15/08/2004	C	3	15	7
15616	15/08/2004	C	3	16	5.5
15617	15/08/2004	C	3	17	2.5
15618	15/08/2004	C	3	18	1
15619	15/08/2004	C	3	19	1
15620	15/08/2004	C	3	20	1.5
15621	15/08/2004	C	3	21	1.5
15622	15/08/2004	C	3	22	3
15623	15/08/2004	C	3	23	5.5
15624	15/08/2004	C	3	24	7.5
15625	15/08/2004	C	3	25	8
15626	15/08/2004	C	4	1	9
15627	15/08/2004	C	4	2	11.5
15628	15/08/2004	C	4	3	9.5
15629	15/08/2004	C	4	4	9.5
15630	15/08/2004	C	4	5	6.5
15631	15/08/2004	C	4	6	11
15632	15/08/2004	C	4	7	11.5
15633	15/08/2004	C	4	8	5
15634	15/08/2004	C	4	9	10
15635	15/08/2004	C	4	10	8
15636	15/08/2004	C	4	11	10
15637	15/08/2004	C	4	12	8
15638	15/08/2004	C	4	13	5
15639	15/08/2004	C	4	14	8
15640	15/08/2004	C	4	15	6
15641	15/08/2004	C	4	16	9.5
15642	15/08/2004	C	4	17	9.5
15643	15/08/2004	C	4	18	11
15644	15/08/2004	C	4	19	13
15645	15/08/2004	C	4	20	8.5
15646	15/08/2004	C	4	21	8.5
15647	15/08/2004	C	4	22	15
15648	15/08/2004	C	4	23	8.5
15649	15/08/2004	C	4	24	11
15650	15/08/2004	C	4	25	7
15651	15/08/2004	C	5	1	4
15652	15/08/2004	C	5	2	2.5
15653	15/08/2004	C	5	3	3.5
15654	15/08/2004	C	5	4	2.5
15655	15/08/2004	C	5	5	3
15656	15/08/2004	C	5	6	4
15657	15/08/2004	C	5	7	4.5
15658	15/08/2004	C	5	8	4.5
15659	15/08/2004	C	5	9	2
15660	15/08/2004	C	5	10	2.5
15661	15/08/2004	C	5	11	2
15662	15/08/2004	C	5	12	2
15663	15/08/2004	C	5	13	1.5
15664	15/08/2004	C	5	14	2.5
15665	15/08/2004	C	5	15	3
15666	15/08/2004	C	5	16	3
15667	15/08/2004	C	5	17	3.5
15668	15/08/2004	C	5	18	0.5
15669	15/08/2004	C	5	19	2
15670	15/08/2004	C	5	20	1.5
15671	15/08/2004	C	5	21	2
15672	15/08/2004	C	5	22	3
15673	15/08/2004	C	5	23	5.5
15674	15/08/2004	C	5	24	13
15675	15/08/2004	C	5	25	4
15676	15/08/2004	C	6	1	5.5
15677	15/08/2004	C	6	2	3.5
15678	15/08/2004	C	6	3	3
15679	15/08/2004	C	6	4	4
15680	15/08/2004	C	6	5	5
15681	15/08/2004	C	6	6	2
15682	15/08/2004	C	6	7	7
15683	15/08/2004	C	6	8	3.5
15684	15/08/2004	C	6	9	5
15685	15/08/2004	C	6	10	5
15686	15/08/2004	C	6	11	4.5
15687	15/08/2004	C	6	12	0
15688	15/08/2004	C	6	13	1
15689	15/08/2004	C	6	14	2.5
15690	15/08/2004	C	6	15	2.5
15691	15/08/2004	C	6	16	1.5
15692	15/08/2004	C	6	17	2
15693	15/08/2004	C	6	18	3
15694	15/08/2004	C	6	19	0
15695	15/08/2004	C	6	20	3.5
15696	15/08/2004	C	6	21	1
15697	15/08/2004	C	6	22	1.5
15698	15/08/2004	C	6	23	0
15699	15/08/2004	C	6	24	0
15700	15/08/2004	C	6	25	0
15701	15/08/2004	D	1	1	4
15702	15/08/2004	D	1	2	1
15703	15/08/2004	D	1	3	1.5
